time/episodes,train/n_updates,train/actor_loss,time/total_timesteps,rollout/ep_len_mean,train/ent_coef,train/ent_coef_loss,rollout/ep_rew_mean,train/critic_loss,time/fps,time/time_elapsed,train/learning_rate,eval/mean_ep_length,eval/mean_reward
776,866686,13.690954208374023,866787,1123.07,0.004784753080457449,0.8325357437133789,6.75357664,0.4196363687515259,85,10128,0.00125,,
780,871486,14.20173454284668,871587,1123.07,0.005009918007999659,-0.08118336647748947,5.951709739999997,0.36868253350257874,85,10183,0.00125,,
784,875184,13.41159439086914,875285,1112.05,0.004764476325362921,1.261061429977417,7.344291489999997,0.39171865582466125,85,10227,0.00125,,
788,879984,13.281421661376953,880085,1112.05,0.005230254027992487,0.09761109948158264,7.052983749999997,0.3095608353614807,85,10282,0.00125,,
792,884784,13.30811882019043,884885,1112.05,0.004905386362224817,-0.6851016283035278,7.506690229999999,0.4032192826271057,85,10336,0.00125,,
796,889584,13.245664596557617,889685,1112.05,0.0046325442381203175,-1.840213656425476,7.5325191799999995,0.3261307179927826,85,10391,0.00125,,
800,893330,13.726075172424316,893431,1118.87,0.004562998656183481,1.7098385095596313,5.985609040000001,0.46689605712890625,85,10434,0.00125,,
804,898130,13.698318481445312,898231,1127.51,0.004657104145735502,0.7322313785552979,6.712802869999999,0.30694130063056946,85,10489,0.00125,,
,899899,13.651775360107422,900000,,0.004230601247400045,-1.2838711738586426,,0.2796552777290344,,,0.00125,1200.0,8.771607584000831
808,901638,13.824483871459961,901739,1114.59,0.004902790766209364,2.0589051246643066,7.010286629999999,0.3548778295516968,85,10549,0.00125,,
812,904436,13.38352108001709,904537,1094.57,0.004339735489338636,0.94483482837677,6.368691359999999,0.3790755271911621,85,10581,0.00125,,
816,908626,13.62576675415039,908727,1088.47,0.00431414507329464,-1.0278496742248535,7.757699859999999,0.33268672227859497,85,10631,0.00125,,
820,912386,13.337841033935547,912487,1078.07,0.004755524452775717,1.3361314535140991,7.04373683,0.7203880548477173,85,10674,0.00125,,
824,917186,13.622682571411133,917287,1089.63,0.004727317951619625,-1.6130571365356445,5.63216369,0.3458084464073181,85,10730,0.00125,,
828,921986,14.15676212310791,922087,1089.63,0.004415150731801987,-0.9893180131912231,6.090549479999998,0.2766488790512085,85,10785,0.00125,,
832,926786,13.513294219970703,926887,1101.02,0.00449057063087821,-0.9662092924118042,5.030049830000001,0.673589825630188,85,10840,0.00125,,
836,931586,13.160675048828125,931687,1101.02,0.004553561098873615,0.9707648158073425,4.87801314,0.2878535985946655,85,10896,0.00125,,
840,936386,13.83664321899414,936487,1101.02,0.004669318441301584,0.4090981185436249,3.5297056400000004,0.3293859660625458,85,10952,0.00125,,
844,941186,13.680867195129395,941287,1109.38,0.0044559091329574585,0.4745783805847168,2.9685026800000003,0.42496201395988464,85,11008,0.00125,,
848,945986,13.893390655517578,946087,1109.38,0.004568282514810562,-0.30473658442497253,2.6152721000000003,0.6258077025413513,85,11064,0.00125,,
852,950786,13.407347679138184,950887,1115.38,0.00405228091403842,0.09514042735099792,2.79430492,0.406134694814682,85,11120,0.00125,,
856,954771,13.78697681427002,954872,1108.3,0.004625961650162935,0.3279241919517517,2.0259143600000002,0.329037070274353,85,11166,0.00125,,
860,959571,13.22502613067627,959672,1109.36,0.004244448617100716,0.011345386505126953,2.2523800099999995,0.24390172958374023,85,11223,0.00125,,
864,964371,13.429841995239258,964472,1109.36,0.004394240211695433,-1.4717309474945068,1.92213518,0.45408689975738525,85,11278,0.00125,,
868,968894,12.828104972839355,968995,1118.08,0.004580807406455278,1.6885985136032104,1.84766706,0.24521201848983765,85,11331,0.00125,,
872,973694,13.325416564941406,973795,1118.08,0.004204068332910538,0.7225852012634277,2.25668379,0.3910549581050873,85,11386,0.00125,,
876,978494,12.915080070495605,978595,1118.08,0.004207676276564598,0.4549309015274048,2.44466547,0.23532119393348694,85,11440,0.00125,,
880,983294,12.86375617980957,983395,1118.08,0.004503623116761446,0.5084741115570068,3.04211209,0.48743462562561035,85,11496,0.00125,,
884,988094,12.812504768371582,988195,1129.1,0.0041757263243198395,0.9089589715003967,2.09496777,0.35567015409469604,85,11551,0.00125,,
888,991768,12.700050354003906,991869,1117.84,0.004254068713635206,0.18285785615444183,2.0926484199999997,0.263394832611084,85,11594,0.00125,,
892,996140,12.84382152557373,996241,1113.56,0.004382751416414976,-0.4419827163219452,2.29075192,0.33522751927375793,85,11644,0.00125,,
896,999777,12.555769920349121,999878,1101.93,0.004258440341800451,0.366180956363678,3.1199885700000003,0.4425008296966553,85,11686,0.00125,,
,999899,12.251291275024414,1000000,,0.004122442100197077,-0.5414764881134033,,0.44615620374679565,,,0.00125,1047.1,-1.1364103412977968
