time/time_elapsed,rollout/ep_len_mean,time/fps,time/iterations,time/total_timesteps,rollout/ep_rew_mean,train/loss,train/n_updates,train/approx_kl,train/std,train/value_loss,train/explained_variance,train/policy_gradient_loss,train/learning_rate,train/clip_fraction,train/entropy_loss,train/clip_range,eval/mean_reward,eval/mean_ep_length
2264,1169.23,353,391,800768,-17.7673102,,,,,,,,,,,,,
2269,1169.23,353,392,802816,-17.67667887,0.07219015061855316,3910,0.99514484,0.26185277104377747,0.15413682901998982,0.7419953644275665,0.028397905935707967,0.003,0.71591796875,-0.19667756594717503,0.2,,
2275,1169.23,353,393,804864,-17.282359720000002,0.1244639977812767,3920,3.896747,0.2740958631038666,0.10458189179189503,0.836847260594368,0.04981625682557933,0.003,0.74609375,-0.2484368834644556,0.2,,
2280,1169.23,353,394,806912,-17.891813550000002,0.0886426493525505,3930,0.5524125,0.27910423278808594,0.09423571282532066,0.7107666730880737,0.028145066300930922,0.003,0.69755859375,-0.3560674773529172,0.2,,
2286,1169.23,353,395,808960,-17.91452259,0.0062033869326114655,3940,0.7859667,0.2799151539802551,0.060312030190834774,0.9290565922856331,0.030979924990970176,0.003,0.647998046875,-0.36112333089113235,0.2,,
2292,1169.23,353,396,811008,-17.436836829999997,0.0953570306301117,3950,2.331554,0.27489611506462097,0.1457208803971298,0.8985948711633682,0.062152424921805505,0.003,0.671630859375,-0.32125340923666956,0.2,,
2297,1169.23,353,397,813056,-17.62591128,0.003951162099838257,3960,1.1411431,0.277401864528656,0.11487345722271129,0.7909591645002365,0.03850085289013805,0.003,0.7279296875,-0.3149277061223984,0.2,,
2303,1169.23,353,398,815104,-17.543140219999998,0.03979517146945,3970,1.7467704,0.2751966714859009,0.09577522304607555,0.820157527923584,0.03052035469736438,0.003,0.69609375,-0.27418656907975675,0.2,,
2308,1169.23,353,399,817152,-17.80190655,-0.013814449310302734,3980,4.2937045,0.26250770688056946,0.35522529205773024,0.8990921676158905,0.007546691881725564,0.003,0.718603515625,-0.24779696576297283,0.2,,
2313,1169.23,354,400,819200,-17.769128440000003,0.10314515233039856,3990,5.3940015,0.25788938999176025,0.12126114343991504,0.9063864350318909,0.01240473915822804,0.003,0.7865234375,-0.19374713972210883,0.2,,
2319,1169.23,354,401,821248,-17.861945880000004,0.006948627531528473,4000,3.427505,0.25669652223587036,0.12910461449064314,0.8903230205178261,0.02623593613388948,0.003,0.761376953125,-0.1736226823180914,0.2,,
2324,1171.36,354,402,823296,-18.320996760000003,-0.03648921847343445,4010,10.280926,0.24895933270454407,0.08646660455269739,0.8431779444217682,0.030753260194614995,0.003,0.82216796875,-0.12837941348552703,0.2,,
2329,1171.36,354,403,825344,-18.51160995,0.16665568947792053,4020,0.8485601,0.2563745081424713,0.61057189659914,0.5857519507408142,0.026290440488082822,0.003,0.712109375,-0.11432603783905507,0.2,,
2335,1171.36,354,404,827392,-18.69773245,0.02628989890217781,4030,2.0168471,0.255903422832489,0.1157054002105724,0.9171790257096291,0.02677604984055506,0.003,0.745263671875,-0.15432810187339782,0.2,,
2340,1171.36,354,405,829440,-18.64659369,-0.04158978909254074,4040,2.8126729,0.2357354462146759,0.12357002700446174,0.7997496426105499,0.011212716693262337,0.003,0.762646484375,-0.04865926094353199,0.2,,
2345,1171.36,354,406,831488,-18.988862349999998,0.11122164130210876,4050,0.87682664,0.2405848652124405,0.11071418205974623,0.68077152967453,0.0399603220699646,0.003,0.722119140625,-0.013531894609332084,0.2,,
2351,1171.36,354,407,833536,-19.473676270000002,0.05670984089374542,4060,0.70264333,0.2594211995601654,0.0924509482923895,0.9311390519142151,0.045097457978408785,0.003,0.69462890625,-0.10696903690695762,0.2,,
2356,1171.36,354,408,835584,-19.479584340000002,0.03182461857795715,4070,0.644714,0.2555520534515381,0.626110541028902,0.6678541302680969,0.005401409498153953,0.003,0.65927734375,-0.1455994714051485,0.2,,
2361,1171.36,354,409,837632,-19.1655412,0.031212858855724335,4080,5.65508,0.2457616627216339,0.2628108409466222,0.8580876141786575,0.003413496589200804,0.003,0.77763671875,-0.09658332988619804,0.2,,
2366,1171.36,354,410,839680,-19.05397603,0.011143825948238373,4090,1.7455183,0.23318307101726532,0.12955549623584375,0.8534255921840668,0.007860843108210247,0.003,0.712841796875,-0.0372363418340683,0.2,,
2372,1171.36,354,411,841728,-19.58570773,-0.00954756885766983,4100,1.05162,0.23849624395370483,0.1800705628702417,0.831473171710968,0.02954326718172524,0.003,0.749365234375,-0.03803797662258148,0.2,,
2377,1171.36,354,412,843776,-19.679412699999997,0.02262258157134056,4110,2.5894094,0.23222406208515167,0.14594713228289038,0.9002529382705688,0.037200315319932994,0.003,0.7861328125,0.019633421674370766,0.2,,
2382,1178.24,354,413,845824,-20.454417959999997,0.03795502707362175,4120,1.0523295,0.23527079820632935,0.19041272039758042,0.8552771210670471,0.023178837793238927,0.003,0.738671875,0.005294317007064819,0.2,,
2388,1178.24,355,414,847872,-20.332459240000002,0.008198395371437073,4130,0.6684581,0.2320217341184616,0.24572579357773067,0.47567230463027954,0.034899381670402366,0.003,0.705517578125,0.028062300011515617,0.2,,
2393,1178.24,355,415,849920,-20.45809782,0.05099213868379593,4140,1.7426358,0.23756389319896698,0.16092614679364486,0.8775301873683929,0.02358434629131807,0.003,0.7251953125,0.05488895289599895,0.2,,
2398,1178.24,355,416,851968,-20.69678159,0.021093204617500305,4150,1.2779338,0.2380101978778839,0.13470530785270968,0.8529276102781296,0.03295130724873161,0.003,0.741650390625,-0.027826601266860963,0.2,,
2404,1178.24,355,417,854016,-20.997073309999998,0.028104564175009727,4160,9.616432,0.2291230857372284,0.0635379512765212,0.8332482576370239,0.06120900840469403,0.003,0.846923828125,-0.0015878815203905106,0.2,,
2409,1178.24,355,418,856064,-21.334316160000004,0.018114754930138588,4170,3.1024547,0.22591811418533325,0.10935681639821268,0.8644760996103287,0.04202075829380192,0.003,0.78037109375,0.0750767294317484,0.2,,
2414,1178.24,355,419,858112,-21.81385079,-0.0013404712080955505,4180,1.8031795,0.22794193029403687,0.09528612813446671,0.9367053955793381,0.058433671337843406,0.003,0.753564453125,0.05393873378634453,0.2,,
2419,1178.24,355,420,860160,-21.94115363,0.10456331074237823,4190,1.1326213,0.22987112402915955,0.15527755660004913,0.7978223860263824,0.04603351546174963,0.003,0.7671875,0.06698177792131901,0.2,,
2425,1178.24,355,421,862208,-22.20553958,0.14034700393676758,4200,2.0998077,0.23746715486049652,0.0989544571028091,0.8678991496562958,0.05192609510559123,0.003,0.755517578125,0.02395324259996414,0.2,,
2430,1178.24,355,422,864256,-22.12302885,0.07261240482330322,4210,1.0758486,0.23815646767616272,0.1386525219422765,0.7009155452251434,0.019675311425089603,0.003,0.71259765625,0.003286612778902054,0.2,,
2435,1178.24,355,423,866304,-21.529314550000002,0.1247355192899704,4220,2.6043687,0.24033372104167938,0.18913888140814378,0.40352338552474976,0.02636895234172698,0.003,0.7623046875,-0.04618150368332863,0.2,,
2440,1178.24,355,424,868352,-21.636599520000004,0.02300754189491272,4230,1.1137993,0.23548847436904907,0.1846415129257366,0.8485873639583588,0.00806250863824971,0.003,0.7224609375,-0.029940780997276307,0.2,,
2446,1178.24,355,425,870400,-21.78862971,0.053948529064655304,4240,3.1426697,0.22666242718696594,0.08913540135836229,0.9102392494678497,0.035778541711624715,0.003,0.775927734375,0.055110997334122655,0.2,,
2451,1178.24,355,426,872448,-21.819782699999998,0.013285096734762192,4250,0.6488799,0.22215327620506287,0.11732913218438626,0.8170412927865982,0.017126074120460542,0.003,0.707275390625,0.07849242500960826,0.2,,
2456,1178.24,355,427,874496,-21.960240659999997,0.02523396536707878,4260,3.881666,0.23059207201004028,0.04771103816456161,0.8408176302909851,0.06875056887802203,0.003,0.817529296875,0.035570114850997925,0.2,,
2462,1178.24,355,428,876544,-21.886656999999996,0.05016227439045906,4270,3.1785057,0.224383145570755,0.11337670558132232,0.8347767740488052,0.026624765765154733,0.003,0.759814453125,0.05851133316755295,0.2,,
2467,1178.24,356,429,878592,-22.22284987,-0.0003348402678966522,4280,2.1026556,0.23914538323879242,0.08763186466530896,0.9107809141278267,0.042508733253635,0.003,0.788232421875,-0.0029203645884990693,0.2,,
2472,1178.24,356,430,880640,-22.246407879999992,-0.03242671117186546,4290,1.2522572,0.239378422498703,0.057733840600121766,0.8271302431821823,0.025836161852930674,0.003,0.705859375,-0.012446512654423713,0.2,,
2477,1178.24,356,431,882688,-22.645485659999995,0.009654814377427101,4300,0.6082723,0.2401852160692215,0.10140939533011988,0.6940272748470306,0.019213369396311464,0.003,0.690625,-0.03937894478440285,0.2,,
2483,1178.24,356,432,884736,-22.658634420000002,0.0233054980635643,4310,0.76325184,0.24618162214756012,0.05609958900604397,0.7961711436510086,0.055582666375266855,0.003,0.7134765625,-0.08567926622927188,0.2,,
2488,1180.11,356,433,886784,-22.056261359999997,0.02279510349035263,4320,0.6651157,0.237993061542511,0.162185718776891,0.8972892090678215,0.008445218662382103,0.003,0.66806640625,-0.024156463518738746,0.2,,
2493,1180.11,356,434,888832,-22.53613688,0.04313971847295761,4330,1.2523118,0.2371942400932312,0.08470914187491871,0.9367078691720963,0.023960495446954156,0.003,0.723193359375,-0.02024633064866066,0.2,,
2499,1180.11,356,435,890880,-22.55690339,0.012728054076433182,4340,2.359139,0.23258233070373535,0.106738719943678,0.9217066019773483,0.031823381901631365,0.003,0.7431640625,0.014407556131482124,0.2,,
2504,1180.11,356,436,892928,-22.04562424,-0.0004722028970718384,4350,0.8393221,0.23828521370887756,0.18614396571647376,0.8500592559576035,0.038403405026474505,0.003,0.723486328125,0.024949924647808076,0.2,,
2509,1180.11,356,437,894976,-21.99432996,0.05474741384387016,4360,1.0447555,0.2375679761171341,0.0658521619567182,0.9580438882112503,0.041987816261826086,0.003,0.7244140625,-0.02751043811440468,0.2,,
2514,1180.11,356,438,897024,-21.953374659999998,0.002105407416820526,4370,6.1136074,0.22902706265449524,0.1417479476192966,0.9125201851129532,0.033045668044360356,0.003,0.79423828125,0.043301574513316156,0.2,,
2520,1172.03,356,439,899072,-21.518725919999998,-0.011603109538555145,4380,4.721625,0.21775615215301514,0.10134300090139732,0.9158170446753502,0.11734698857471812,0.003,0.752001953125,0.11679130308330059,0.2,,
,,,,900000,,0.11860786378383636,4390,8.299944,0.20653152465820312,0.6800134447054006,0.7330571413040161,0.04277485091297421,0.003,0.811767578125,0.19525957182049752,0.2,-19.71228743460393,1200.0
2545,1182.8,353,440,901120,-21.73737354,,,,,,,,,,,,,
2551,1182.8,354,441,903168,-21.765060630000004,0.11915826052427292,4400,0.957121,0.20931437611579895,0.1557065521948971,0.8861650377511978,0.022800062321766745,0.003,0.720068359375,0.2713884375989437,0.2,,
2556,1182.8,354,442,905216,-21.661509910000003,0.07548292726278305,4410,2.4998431,0.20556724071502686,0.26869367849431003,0.8192959278821945,0.060972071635478645,0.003,0.78388671875,0.20816514194011687,0.2,,
2561,1182.8,354,443,907264,-21.653514240000003,0.22247150540351868,4420,2.019575,0.22801844775676727,0.45636058212257924,0.729741632938385,0.08024256836797576,0.003,0.8283203125,0.11376478150486946,0.2,,
2566,1182.8,354,444,909312,-22.162310550000008,0.07631392776966095,4430,0.6386812,0.23209749162197113,0.4175065590068698,0.5582321882247925,0.038663647866633254,0.003,0.718896484375,0.03943821527063847,0.2,,
2572,1182.8,354,445,911360,-22.11334187000001,0.03689383342862129,4440,1.552855,0.23025980591773987,0.13493473268463277,0.8392723947763443,0.029770828514301684,0.003,0.744775390625,0.010784293338656426,0.2,,
2577,1182.8,354,446,913408,-22.07424,-0.014992671087384224,4450,5.700411,0.22290508449077606,0.11377046972629615,0.9120344072580338,0.03719274830073118,0.003,0.79853515625,0.06451217085123062,0.2,,
2582,1182.8,354,447,915456,-22.29811365,0.05408811569213867,4460,4.67168,0.21352839469909668,0.08941118853981607,0.8632372468709946,0.008673623070353641,0.003,0.76005859375,0.17437605410814286,0.2,,
2588,1182.8,354,448,917504,-22.04975854,0.04627235233783722,4470,6.1334267,0.2075391560792923,0.10766161194769666,0.8957661837339401,0.02734927690180484,0.003,0.820703125,0.19591507390141488,0.2,,
2593,1182.8,354,449,919552,-21.711027099999995,0.1362496167421341,4480,2.1987472,0.20949161052703857,0.2807398163015023,0.6325538158416748,0.06362026035203598,0.003,0.777734375,0.2301526702940464,0.2,,
2598,1182.8,354,450,921600,-21.43191504,0.08245639503002167,4490,2.416305,0.22223839163780212,0.9161893595708535,0.5018602609634399,0.0730017435591435,0.003,0.8076171875,0.15740625225007535,0.2,,
2604,1182.8,354,451,923648,-20.880592110000002,0.10195133090019226,4500,0.89630574,0.23771651089191437,0.15044490861473606,0.6101107895374298,0.047304351905768274,0.003,0.77744140625,-0.000590457022190094,0.2,,
2609,1182.8,354,452,925696,-20.85482622,0.057986218482255936,4510,0.867602,0.23945844173431396,0.4110728201456368,0.4834994673728943,0.03394498442066833,0.003,0.7384765625,-0.03170462064445019,0.2,,
2614,1182.8,354,453,927744,-20.82675942,-0.003983974456787109,4520,2.9178262,0.23378853499889374,0.17220563667360694,0.9143274873495102,0.04100972049636766,0.003,0.7845703125,-0.05436483100056648,0.2,,
2620,1182.8,354,454,929792,-20.637723499999996,0.04015210270881653,4530,1.1295714,0.23610329627990723,0.20279827254125848,0.6943833231925964,0.022026519919745625,0.003,0.71748046875,0.006772107630968094,0.2,,
2625,1182.8,354,455,931840,-20.72967536,0.015292977914214134,4540,5.9616113,0.23426347970962524,0.23020987228956075,0.8095713406801224,0.06453019533801126,0.003,0.81669921875,0.01769116185605526,0.2,,
2630,1182.8,354,456,933888,-20.538826289999996,-0.011061828583478928,4550,6.3010364,0.22714845836162567,0.2254032057709992,0.8238952308893204,0.009073987418378237,0.003,0.794580078125,0.01737683527171612,0.2,,
2636,1182.8,355,457,935936,-20.344091839999997,0.1410939246416092,4560,0.90365595,0.23695266246795654,0.2354552268050611,0.9022664502263069,0.04648226731078466,0.003,0.73974609375,0.0006316065788269043,0.2,,
2641,1182.8,355,458,937984,-20.12626285,0.0004437565803527832,4570,0.76922554,0.24199508130550385,0.12602942460216582,0.6143828630447388,0.04530278090751381,0.003,0.708740234375,-0.03195885606110096,0.2,,
2646,1182.8,355,459,940032,-20.17313473,0.05282925069332123,4580,0.7408871,0.24676331877708435,0.18598185499431566,0.7878808528184891,0.01939524884801358,0.003,0.71396484375,-0.08044308535754681,0.2,,
2652,1191.92,355,460,942080,-20.19272108,0.07891366630792618,4590,0.7450628,0.24188321828842163,0.13433966104639694,0.8025643676519394,0.03966226585325785,0.003,0.687060546875,-0.06873251684010029,0.2,,
2657,1191.92,355,461,944128,-19.73884587,0.08631563186645508,4600,1.4106362,0.2467462122440338,0.27555566483642907,0.8495281934738159,0.04120915879029781,0.003,0.750439453125,-0.07247794531285763,0.2,,
2662,1191.92,355,462,946176,-19.6259292,0.08263448625802994,4610,0.6892743,0.24898767471313477,0.20376825688872485,0.7997328341007233,0.027379375269083538,0.003,0.723681640625,-0.10525764897465706,0.2,,
2668,1184.48,355,463,948224,-19.626746960000002,0.01836376264691353,4620,6.1052904,0.2602844834327698,0.1450477359816432,0.9247488975524902,0.053863751083554234,0.003,0.714501953125,-0.1405435673892498,0.2,,
2673,1184.48,355,464,950272,-19.44923834,0.06186738610267639,4630,0.5847056,0.2594890594482422,0.5036172894295305,0.7880141735076904,0.009607002316624858,0.003,0.66279296875,-0.15983083993196487,0.2,,
2678,1184.48,355,465,952320,-18.93966817,0.02781716361641884,4640,1.6809876,0.25030913949012756,0.296388637740165,0.8970348909497261,0.016358081446378493,0.003,0.73193359375,-0.16089171916246414,0.2,,
2684,1184.48,355,466,954368,-18.967390289999997,0.027713535353541374,4650,2.329832,0.24469809234142303,0.10103616325650364,0.8796859458088875,0.021918015854316762,0.003,0.698486328125,-0.11971060000360012,0.2,,
2689,1184.48,355,467,956416,-19.361209439999996,0.04984177276492119,4660,0.8515235,0.2468920648097992,0.3813906596042216,0.8901395201683044,0.03726377988641616,0.003,0.716162109375,-0.09177704080939293,0.2,,
2694,1184.48,355,468,958464,-19.377033439999998,0.10493238270282745,4670,0.7971424,0.25248128175735474,0.1921885643620044,0.7104052305221558,0.035188617740641345,0.003,0.72373046875,-0.14318659231066705,0.2,,
2700,1184.48,355,469,960512,-19.11862502,0.04142526537179947,4680,2.924424,0.26067885756492615,0.23142374684102834,0.8077498078346252,0.05058214179589413,0.003,0.73505859375,-0.18333342745900155,0.2,,
2705,1184.48,355,470,962560,-18.560057999999998,0.02993381768465042,4690,0.74474394,0.2523570656776428,0.2048537434777245,0.8108626008033752,0.002482661159592681,0.003,0.700146484375,-0.12390352413058281,0.2,,
2711,1184.48,355,471,964608,-18.520115099999998,0.009563658386468887,4700,0.8577776,0.25574564933776855,0.22944501724559813,0.8098700642585754,0.02397568102023797,0.003,0.7197265625,-0.17871550656855106,0.2,,
2716,1184.48,355,472,966656,-18.577910359999997,0.07398796081542969,4710,2.0454788,0.2651611566543579,0.2199253030703403,0.8440359085798264,0.0286733157474373,0.003,0.773095703125,-0.23563883304595948,0.2,,
2721,1184.48,355,473,968704,-18.69399352,0.11049643158912659,4720,1.710103,0.2637765407562256,0.4269689186476171,0.7287163436412811,0.044456831685965884,0.003,0.7443359375,-0.2502610310912132,0.2,,
2727,1184.48,355,474,970752,-18.65736409,-0.0417780727148056,4730,2.2526736,0.25461533665657043,0.16584389583440498,0.8631863445043564,0.013675333028368186,0.003,0.7220703125,-0.16744288951158523,0.2,,
2732,1184.48,355,475,972800,-18.512875920000003,-0.01127682812511921,4740,2.8577907,0.24523741006851196,0.07999282045057043,0.9338910207152367,0.020130185993912163,0.003,0.665771484375,-0.11639199405908585,0.2,,
2738,1184.48,356,476,974848,-18.16927883,0.022357435896992683,4750,0.65269357,0.2464885115623474,0.1616832480765879,0.7867419421672821,0.021456545578985242,0.003,0.718212890625,-0.10806937739253045,0.2,,
2743,1184.48,356,477,976896,-18.02870911,0.2691148519515991,4760,1.267185,0.24997057020664215,0.7004039936349727,0.5857926309108734,0.026583091405336746,0.003,0.7158203125,-0.08895339258015156,0.2,,
2748,1184.48,356,478,978944,-18.037303490000003,0.03017176128923893,4770,0.90854335,0.24867665767669678,0.173200737463776,0.6685326993465424,0.022887816988804842,0.003,0.71337890625,-0.11717710755765438,0.2,,
2754,1184.48,356,479,980992,-17.774184790000003,0.0780109241604805,4780,16.651367,0.24731558561325073,0.11980408207746222,0.8868411630392075,0.029963069217046723,0.003,0.769677734375,-0.1421961110085249,0.2,,
2759,1184.48,356,480,983040,-18.12910914,0.12579993903636932,4790,4.2261534,0.24062573909759521,0.25233616164186967,0.9407412745058537,0.033332506583246865,0.003,0.751416015625,-0.0405884001404047,0.2,,
2765,1184.48,356,481,985088,-18.65196697,0.044324085116386414,4800,1.0674406,0.23856261372566223,0.2058937501278706,0.9225106686353683,0.020973615020193393,0.003,0.689453125,-0.02551846131682396,0.2,,
2770,1184.48,356,482,987136,-18.75852748,0.01931469514966011,4810,2.7304025,0.24277935922145844,0.13435785425826907,0.9317932724952698,0.06582288006902673,0.003,0.726318359375,-0.04850461371243,0.2,,
2776,1184.48,356,483,989184,-18.77351134,0.05308286100625992,4820,4.402893,0.24628973007202148,0.12588762058876454,0.9079116135835648,0.04044254746986553,0.003,0.7828125,-0.08228913135826588,0.2,,
2781,1184.48,356,484,991232,-18.721102289999997,0.09182214736938477,4830,1.8334336,0.24554133415222168,0.14343140725977718,0.7899854481220245,0.03434870322162169,0.003,0.776025390625,-0.08204840868711472,0.2,,
2786,1184.48,356,485,993280,-18.82860248,0.05420651286840439,4840,0.8037592,0.2404407262802124,0.10857442734995856,0.7743970453739166,0.011723734653787687,0.003,0.68271484375,-0.0469354085624218,0.2,,
2792,1184.48,356,486,995328,-19.068734379999995,0.019742753356695175,4850,7.39156,0.22744300961494446,0.13712650896632111,0.9563466981053352,-0.008604564306733665,0.003,0.785302734375,0.022849471867084505,0.2,,
2797,1184.48,356,487,997376,-19.25064783,0.09839779138565063,4860,1.0282733,0.23574298620224,0.1399495763820596,0.9181800931692123,0.056075514268013646,0.003,0.742626953125,0.06275982931256294,0.2,,
2802,1184.48,356,488,999424,-19.30795405,0.04298042505979538,4870,0.75421965,0.23476657271385193,0.13779502060497179,0.9075775295495987,0.021255942512652837,0.003,0.697509765625,0.0166026558727026,0.2,,
,,,,1000000,,0.0809907466173172,4880,1.3660018,0.2363375425338745,0.151484945055563,0.8958298414945602,0.05465719282510691,0.003,0.741552734375,-0.005456674471497535,0.2,-18.39201860967296,1200.0
2828,1184.48,354,489,1001472,-19.53048832,,,,,,,,,,,,,
