r,l,t
21.471677,784,712.715574
-25.864225,1200,715.356655
62.930771,583,716.025915
-72.357219,1200,718.715176
-17.103204,1200,720.248053
-6.466395,1200,722.89671
-21.665285,1200,725.522877
-12.20252,1200,727.001357
-2.170583,1200,729.617608
-17.216637,1200,731.151543
-10.816584,1200,733.761663
-11.633322,1200,735.157331
-2.86064,1200,737.845529
-20.367556,1200,740.444658
-21.74906,1200,742.162675
-37.253467,1200,744.861782
-3.174654,1200,746.271608
-7.522964,1200,748.889581
-23.068999,1200,751.521591
-11.876478,1200,752.930513
-47.039922,1200,755.580328
5.074616,1200,757.069016
-15.77822,1200,759.668588
-21.795372,1200,761.104856
-11.940966,1200,763.764097
-17.985846,1200,766.556779
-24.735944,1200,767.974307
76.768725,1200,770.605213
-11.294047,1200,772.051925
-26.460232,1200,774.677006
-21.182309,1200,777.268657
-19.780011,1200,778.629167
-41.203879,1200,781.226529
-42.760177,1200,782.707843
-15.176609,1200,785.323175
-2.633684,1200,788.044966
19.148437,1200,789.456198
-21.550915,1200,792.090281
-14.069628,1200,793.516442
38.406038,1200,796.170245
-69.096213,1200,797.550188
-47.980422,1200,800.222212
-22.456566,1200,802.844666
-13.916696,1200,804.306317
-12.447822,1200,806.953768
-9.831213,1200,808.348515
-9.039977,1200,811.001982
-16.055522,1200,813.625885
-31.828495,1200,815.016684
-32.195808,1200,817.681199
-22.185872,1200,819.063205
-6.892301,1200,821.992215
-27.100167,1200,823.392157
-22.655551,1200,826.074874
-40.00405,1200,828.692868
-32.448852,1200,830.203614
-29.335662,1200,832.826976
-15.357123,1200,834.29022
-26.329007,1200,837.039198
-18.701342,1200,839.678214
-34.045266,1200,841.057136
-37.499347,1200,843.610815
-38.263686,1200,845.217978
-34.462856,1200,847.854605
-26.529329,1200,850.516989
-35.012013,1200,851.952676
-38.129077,1200,854.562559
-34.606564,1200,855.958868
-63.473109,1200,858.645027
-69.469221,236,858.917745
-27.043684,1200,861.740239
-36.238659,1200,863.149155
-20.465005,1200,865.863717
-21.582373,1200,867.340391
-17.872876,1200,869.972175
5.431624,1200,871.420792
-39.688103,1200,874.044274
-20.624092,1200,876.744135
-15.22656,1200,878.142906
-29.329794,1200,880.796126
-23.309134,1200,882.268429
-27.807483,1200,884.906884
-22.756533,1200,887.626831
-18.652893,1200,889.075381
13.817049,520,889.710398
-28.719752,1200,892.404203
-33.56744,1200,895.090612
-31.438589,1200,896.566978
-25.990194,1200,899.215103
-10.182471,1200,900.656768
-29.392925,1200,903.3819
-50.27036,1200,905.971518
-25.929329,1200,907.382304
