r,l,t
-22.952997,1200,830.683714
-16.303689,1200,833.430741
-13.157852,1200,836.041011
-10.711918,1200,837.487829
-23.799932,1200,840.900851
-48.159824,1200,842.481829
-23.881507,1200,845.111906
-28.151921,1200,847.745183
-16.631488,1200,849.117734
-24.836648,1200,851.962808
53.62409,566,852.623191
-26.094094,1200,855.356987
-77.06709,1200,856.774314
10.089377,1200,859.432786
-20.199519,1200,860.921982
-66.499475,1200,863.535125
-18.886934,1200,866.220624
-20.13671,1200,867.676395
-14.798523,1200,870.333645
-29.723554,1200,871.792381
-14.765774,1200,874.33897
-27.79529,1200,875.832609
-26.975123,1200,878.563233
-46.833312,1200,881.182346
-21.379844,1200,882.69537
18.798304,710,884.756782
23.827117,1200,886.263197
-33.069203,1200,889.018685
-27.363597,1200,890.651215
-28.880489,1200,893.312399
-17.947279,1200,896.16527
-17.137723,1200,897.589686
-70.167518,1106,900.201901
-23.788609,1200,901.633869
-62.861481,1200,904.48992
-6.855739,1200,905.965738
-12.609336,1200,908.73244
-4.685677,1200,911.537232
-12.409897,1200,912.972282
-26.549199,1200,915.785621
-9.124752,1200,917.231528
